Year,Production,Area_Harvested,Yield,Crop_Code
2020,-0.4472135954999579,-1.0690449676496976,-0.12558200523411694,0
2021,0.4472135954999579,0.0,0.5920294532465673,0
2022,-1.3416407864998738,-0.5345224838248488,-1.5608049221954854,0
2023,1.3416407864998738,1.6035674514745464,1.0943574741830446,0
